"Company","URL","Valuation ($B)","Date Joined","Country","City","Industry","Selected Investors"
"Unqork","https://www.cbinsights.com/company/unqork","$2","10/6/2020","United States","New York","Insurance","Blackrock, capitalG, World Lab Innovation"
"Virta Health","https://www.cbinsights.com/company/virta-health-corp","$2","12/2/2020","United States","San Francisco","Healthcare & Life Sciences","Caffeinated Capital, Obvious Ventures, Venrock"
"ISN","https://www.cbinsights.com/company/isnetworld","$2","12/17/2020","United States","Dallas","Industrials","Blackstone"
"Earnix","https://www.cbinsights.com/company/earnix","$2","2/21/2021","Israel","Giv'atayim","Insurance","Jerusalem Venture Partners, Israel Growth Partners, Insight Partners"
"Clearco","https://www.cbinsights.com/company/clearbanc","$2","4/20/2021","Canada","Toronto","Financial Services","Highland Capital Partners, Oak HC/FT Partners, Emergence Capital Partners"
"Hive","https://www.cbinsights.com/company/thehive-ai","$2","4/21/2021","United States","San Francisco","Enterprise Tech","Tomales Bay Capital, Bain & Company, General Catalyst"
"Kry","https://www.cbinsights.com/company/kry","$2","4/27/2021","Sweden","Stockholm","Healthcare & Life Sciences","Index Ventures, Creandum, Accel"
"Kajabi","https://www.cbinsights.com/company/kajabi","$2","5/4/2021","United States","Irvine","Media & Entertainment","Meritech Capital Partners, Tiger Global Management, Spectrum Equity"
"Ethos","https://www.cbinsights.com/company/ethos","$2.70","5/11/2021","United States","San Francisco","Insurance","Sequoia Capital, Google Ventures, Accel"
"PayFit","https://www.cbinsights.com/company/payfit","$2.10","1/6/2022","United Kingdom","London","Enterprise Tech","Accel, frst, Kima Ventures"
"Beisen","https://www.cbinsights.com/company/beisen","$2","5/11/2021","China","Beijing","Enterprise Tech","Matrix Partners China, Sequoia Capital China, Genesis Capital"
"Pipe","https://www.cbinsights.com/company/pipe","$2","5/19/2021","United States","Miami","Financial Services","next47, MaC Venture Capital, FinVC"
"Iterable","https://www.cbinsights.com/company/iterable","$2","6/15/2021","United States","San Francisco","Enterprise Tech","CRV, Blue Cloud Ventures, Index Ventures"
"Astronergy","https://www.cbinsights.com/company/astronergy","$1.82","7/25/2023","China","Haining","Industrials",""
"Helsing","https://www.cbinsights.com/company/helsing","$1.82","9/14/2023","Germany","Munchen","Enterprise Tech",""
"Bunq","https://www.cbinsights.com/company/bunq","$1.8","6/18/2021","Netherlands","Amsterdam","Financial Services","Undisclosed"
"Quest Global","https://www.cbinsights.com/company/quality-engineering-and-software-technologies","$1.8","8/8/2023","","Singapore","Industrials",""
"Clip","https://www.cbinsights.com/company/payclip","$2","6/10/2021","Mexico","Mexico City","Financial Services","Alta Ventures Mexico, General Atlantic, SoftBank Group"
"Loggi","https://www.cbinsights.com/company/loggi","$2","6/5/2019","Brazil","Sao Paulo","Industrials","Qualcomm Ventures, SoftBank Group. Monashees+"
"MURAL","https://www.cbinsights.com/company/mural","$2","7/20/2021","United States","San Francisco","Enterprise Tech","Insight Partners, Tiger Global Management, Gradient Ventures"
"OCSiAl","https://www.cbinsights.com/company/ocsial","$2","3/4/2019","Luxembourg","Leudelange","Industrials","A&NN, Rusnano"
"XtalPi","https://www.cbinsights.com/company/xtalpi","$2","8/11/2021","China","Shenzhen","Healthcare & Life Sciences","Tencent Holdings, 5Y Capital, Sequoia Capital China"
"Divvy Homes","https://www.cbinsights.com/company/divvy-homes","$2","8/13/2021","United States","San Francisco","Financial Services","Andreessen Horowitz, Caffeinated Capital, SciFi VC"
"Apeel Sciences","https://www.cbinsights.com/company/apeel-technologies","$2","5/26/2020","United States","Goleta","Consumer & Retail","Upfront Ventures, Tao Capital Partners, Andreessen Horowitz"
"Opay","https://www.cbinsights.com/company/opay","$2","8/23/2021","Nigeria","Lagos","Financial Services","Sequoia Capital China, Source Code Capital, Redpoint Ventures China"
"Aviatrix","https://www.cbinsights.com/company/aviatrix-systems","$2","9/8/2021","United States","Santa Clara","Enterprise Tech","Ignition Partners, Formation 8, CRV"
"SmartNews","https://www.cbinsights.com/company/smartnews","$2","8/5/2019","Japan","Tokyo","Media & Entertainment","Japan Post Capital, Globis Capital Partners, Atomico"
"Misfits Market","https://www.cbinsights.com/company/misfits-market","$2","4/21/2021","United States","Pennsauken","Consumer & Retail","Accel, D1 Capita Partners, Greenoaks Capital Management"
"Black Sesame Technologies","https://www.cbinsights.com/company/black-sesame-technologies","$2","9/22/2021","China","Shanghai","Industrials","Northern Light Venture Capital, Xiaomi, FutureX Capital"
"Advance Intelligence Group","https://www.cbinsights.com/company/advance-intelligence-group","$2","9/23/2021","Singapore","","Financial Services","Vision Plus Capital, GSR Ventures, ZhenFund"
"Modern Treasury","https://www.cbinsights.com/company/modern-treasury","$2","10/6/2021","United States","San Francisco","Financial Services","Benchmark, Altimeter Capital, Quiet Capital"
"Magic Leap","https://www.cbinsights.com/company/magic-leap","$2","10/21/2014","United States","Plantation","Enterprise Tech","Obvious Ventures, Qualcomm Ventures, Andreessen Horowitz"
"ClickHouse","https://www.cbinsights.com/company/clickhouse","$2","10/28/2021","United States","Portola Valley","Enterprise Tech","Lightspeed Venture Partners, Almaz Capital Partners, Altimeter Capital"
"Everlaw","https://www.cbinsights.com/company/everlaw","$2","3/10/2020","United States","Oakland","Enterprise Tech","K9 Ventures, Menlo Ventures, Andreessen Horowitz"
"Zilch","https://www.cbinsights.com/company/zilch","$2","11/10/2021","United Kingdom","London","Financial Services","Gauss Ventures, Ventura Capital, dmg ventures"
"VerbIT","https://www.cbinsights.com/company/verbit","$2","6/8/2021","United States","New York","Enterprise Tech","ClalTech, Vertex Ventures, Oryzn Capital"
"StarkWare","https://www.cbinsights.com/company/starkware","$8","11/17/2021","Israel","Netanya","Enterprise Tech","Sequoia Capital, Paradigm, Pantera Capital"
"Netlify","https://www.cbinsights.com/company/netlify","$2","11/17/2021","United States","San Francisco","Enterprise Tech","Andreessen Horowitz, Kleiner Perkins Caufield & Byers, EQT Ventures"
"SWORD Health","https://www.cbinsights.com/company/sword-health","$2","11/22/2021","United States","New York","Healthcare & Life Sciences","Khosla Ventures, Green Innovations, Founders Fund"
"LTK","https://www.cbinsights.com/company/rewardstyle","$2","11/22/2021","United States","Dallas","Media & Entertainment","SoftBank Group, Maverick Capital"
"Trax","https://www.cbinsights.com/company/trax-technology-solutions","$2","7/22/2019","Singapore","","Consumer & Retail","Hopu Investment Management, Boyu Capital, DC Thomson Ventures"
"Exotec","https://www.cbinsights.com/company/exotec-solutions","$2","1/17/2022","France","Croix","Industrials","Breega Capital, Iris Capital, 360 Capital Partners"
"Dremio","https://www.cbinsights.com/company/dremio","$2","1/6/2021","United States","Santa Clara","Enterprise Tech","Lightspeed Venture Partners, Redpoint Ventures, Norwest Venture Partners"
"Akulaku","https://www.cbinsights.com/company/akulaku","$2","2/15/2022","Indonesia","Jakarta","Financial Services","DCM Ventures, IDG Capital, Siam Commercial Bank"
"Cloudinary","https://www.cbinsights.com/company/cloudinary","$2","2/15/2022","United States","Santa Clara","Media & Entertainment","Blackstone, Bessemer Venture Partners"
"Lunar","https://www.cbinsights.com/company/lunar-way","$2","7/12/2021","Denmark","Aarhus","Financial Services","SEED Capital, Greyhound Capital, Socii Capital"
"UpGrad","https://www.cbinsights.com/company/upgrad","$2.25","8/9/2021","India","Mumbai","Consumer & Retail","Qualcomm Ventures, Accel, Canaan Partners"
"Salsify","https://www.cbinsights.com/company/salsify","$2","4/13/2022","United States","Boston","Consumer & Retail","Matrix Partners, North Bridge Venture Partners, Venrock"
"CertiK","https://www.cbinsights.com/company/certik","$2","3/31/2022","United States","New York","Enterprise Tech","Tiger Global Management, Lightspeed Venture Partners, Hillhouse Capital Management"
"ROX Motor","https://www.cbinsights.com/company/rox-motor","$2","4/29/2022","China","Shanghai","Industrials","Sequoia Capital China, IDG Capital, Qiming Venture Partners"
"Devo Technology","https://www.cbinsights.com/company/logtrust","$2","10/26/2021","United States","Cambridge","Enterprise Tech","Insight Partners, Kibo Ventures, Bessemer Venture Partners"
"ShiftKey","https://www.cbinsights.com/company/shiftkey","$2","1/11/2023","United States","Dallas","Healthcare & Life Sciences","Health Velocity Capital"
"Rimac Automobili","https://www.cbinsights.com/company/rimac-automobili","$2","6/1/2022","Croatia","Sveta Nedelja","Industrials","Porsche, InvestIndustrial, SoftBank Group"
"Geek+","https://www.cbinsights.com/company/geek-","$2","11/21/2018","China","Beijing","Industrials","Volcanics Ventures, Vertex Ventures China, Warburg Pincus"
"21.co","https://www.cbinsights.com/company/21e6-","$2","9/6/2022","United States","New York","Financial Services","Quiet Ventures, ETFS Capital, Collab+Currency"
"Solugen","https://www.cbinsights.com/company/solugen","$2","9/10/2021","United States","Houston","Industrials","Fifty Years Fund, Refactor Capital, Temasek"
"ZigBang","https://www.cbinsights.com/company/channelbreeze","$1.93","6/7/2022","South Korea","Seoul","Financial Services","Black Pearl Ventures, Stonebridge Ventures, Yuanta Investment Korea"
"Ankorstore","https://www.cbinsights.com/company/ankorstore","$1.98","1/10/2022","France","Paris","Consumer & Retail","Global Founders Capital, Aglae Ventures, Alven Capital"
"InVision","https://www.cbinsights.com/company/invisionapp","$1.90","11/1/2017","United States","New York","Enterprise Tech","FirstMark Capital, Tiger Global Management, ICONIQ Capital"
"eDaili","https://www.cbinsights.com/company/edaili","$1.90","2/1/2019","China","Shanghai","Financial Services","K2VC, Lightspeed China Partners, Sky9 Capital"
"commercetools","https://www.cbinsights.com/company/commercetools","$1.90","9/13/2021","Germany","Munich","Enterprise Tech","High-Tech Grunderfonds, Bayern Kapital, Accel"
"NinjaOne","https://www.cbinsights.com/company/ninjarmm","$1.90","2/6/2024","United States","Austin","Enterprise Tech",""
"MX","https://www.cbinsights.com/company/moneydesktop","$1.90","1/13/2021","United States","Lehi","Financial Services","Point72 Ventures, Pelion Venture Partners, Commerce Ventures"
"CoinSwitch","https://www.cbinsights.com/company/coinswitch","$1.90","10/6/2021","India","Bangalore","Financial Services","Tiger Global Management, Sequoia Capital India, Ribbit Capital"
"Acorns","https://www.cbinsights.com/company/acorns-grow","$1.90","3/9/2022","United States","Irvine","Financial Services","e.ventures, Bain Capital Ventures, Greycroft"
"Fever","https://www.cbinsights.com/company/fever-labs","$1.96","1/26/2022","United States","New York","Media & Entertainment","Accel, 14W, GS Growth"
"Roofstock","https://www.cbinsights.com/company/dwellconnect","$1.94","3/10/2022","United States","Oakland","Financial Services","Khosla Ventures, Bain Capital Ventures, Lightspeed Venture Partners"
"thatgamecompany","https://www.cbinsights.com/company/thatgamecompany","$1.94","3/3/2022","United States","Los Angeles","Media & Entertainment","Benchmark, Sequoia Capital, TPG Capital"
"ConcertAI","https://www.cbinsights.com/company/precision-health-ai","$1.90","3/29/2022","United States","Boston","Healthcare & Life Sciences","Sixth Street Partners, Declaration Partners, Maverick Ventures Israel"
"Material Bank","https://www.cbinsights.com/company/material-bank","$1.90","5/6/2022","United States","Boca Raton","Industrials","Bain Capital Ventures, SoftBank Group, Fifth Wall Ventures"
"Volocopter","https://www.cbinsights.com/company/volocopter","$1.87","3/4/2022","Germany","Bruchsal","Industrials","btov Partners, Geely, Intel Capital"
"ENOVATE","https://www.cbinsights.com/company/dearcc","$1.85","4/15/2019","China","Shanghai","Industrials","Automobile Industry Guidance Fund"
"MEGAZONE","https://www.cbinsights.com/company/megazone-1","$1.83","8/16/2022","South Korea","Seoul","Enterprise Tech","Salesforce Ventures, ATP Investment, kt investment"
"CFGI","https://www.cbinsights.com/company/cfgi","$1.85","9/15/2021","United States","Boston","Financial Services","The Carlyle Group, CVC Capital Partners"
"ZocDoc","https://www.cbinsights.com/company/zocdoc","$1.80","8/20/2015","United States","New York","Healthcare & Life Sciences","Founders Fund, Khosla Ventures, Goldman Sachs"
"Scroll","https://www.cbinsights.com/company/scroll-io","$1.80","3/14/2023","Seychelles","","Financial Services","OKX Ventures, Sequoia Capital China, IOSG"
"Diamond Foundry","https://www.cbinsights.com/company/diamond-foundry","$1.80","3/29/2021","United States","San Francisco","Industrials","Fashion Tech Lab, Fidelity Investments, Vast Ventures"
"Quantexa","https://www.cbinsights.com/company/quantexa","$1.80","4/3/2023","United Kingdom","London","Enterprise Tech","AlbionVC, Dawn Capital, HSBC Venture Capital"
"FullStory","https://www.cbinsights.com/company/fullstory","$1.80","8/4/2021","United States","Atlanta","Enterprise Tech","Google Ventures, Kleiner Perkins Caufield & Byers, Stripes Group"
"Lightricks","https://www.cbinsights.com/company/lightricks-ltd","$1.80","7/31/2019","Israel","Jerusalem","Media & Entertainment","Viola Ventures, Insight Partners, ClalTech, Goldman Sachs"
"Opentrons","https://www.cbinsights.com/company/opentrons","$1.80","9/23/2021","United States","New York","Healthcare & Life Sciences","SOSV, Khosla Ventures, Lerer Hippeau"
"Kindbody","https://www.cbinsights.com/company/kindbody","$1.80","3/2/2023","United States","Kindbody","Healthcare & Life Sciences","RRE Ventures, Google Ventures, Bramalea Partners"
